client_id,cin,prenom,nom,genre,date_naissance,ville,region,telephone,email,situation_professionnelle,situation_familiale,niveau_education,revenu_mensuel,agence_id,date_inscription,statut_client
CLI003116,I762647,Khalid,El Amrani,M,1955-04-17,Casablanca,Casablanca-Settat,+212646889531,khalid.753@gmail.com,Commerçant,Célibataire,Bac+2,7418.33,AG014,2021-01-18,Actif
CLI003117,Y501262,Rachid,Moussaoui,M,1997-06-02,Tanger,Tanger-Tétouan-Al Hoceïma,+212686738306,rachid.915@gmail.com,Profession libérale,Divorcé(e),Bac+3,7309.2,AG008,2019-02-18,Actif
CLI003118,G732008,Ahmed,El Amrani,M,1988-02-29,Tanger,Tanger-Tétouan-Al Hoceïma,+212660395249,ahmed.53@gmail.com,Commerçant,Veuf/Veuve,Baccalauréat,5866.77,AG014,2013-12-30,Inactif
CLI003119,J745555,Aisha,Tazi,F,1982-01-24,Tanger,Tanger-Tétouan-Al Hoceïma,+212628374880,aisha.661@gmail.com,Commerçant,Célibataire,Bac+5,8779.4,AG008,2012-10-05,Inactif
CLI003120,J317644,Najat,Zniber,F,1972-01-07,Salé,Rabat-Salé-Kénitra,+212656968743,najat.695@gmail.com,Retraité,Marié(e),Sans diplôme,10596.37,AG010,2019-08-30,Inactif
CLI003121,B890781,Karima,Moussaoui,F,1988-06-12,Tétouan,Tanger-Tétouan-Al Hoceïma,+212688337428,karima.328@gmail.com,Salarié secteur privé,Divorcé(e),Bac+3,6106.89,AG008,2019-06-09,Actif
CLI003122,P530808,Driss,Bakkali,M,2004-05-24,Settat,Casablanca-Settat,+212640637210,driss.246@gmail.com,Retraité,Célibataire,Baccalauréat,7359.5,AG007,2022-12-26,Actif
CLI003123,D793543,Rachid,El Filali,M,1974-12-02,Meknès,Fès-Meknès,+212661886591,rachid.5@gmail.com,Auto-entrepreneur,Marié(e),Bac+2,2000,AG001,2021-08-15,Actif
CLI003124,A916014,Mehdi,Berrada,M,1978-03-11,Casablanca,Casablanca-Settat,+212642904667,mehdi.794@gmail.com,Auto-entrepreneur,Veuf/Veuve,Bac+3,6938.11,AG014,2010-02-17,Actif
CLI003125,K599784,Khadija,El Ghazi,F,1968-09-16,Khouribga,Béni Mellal-Khénifra,+212677946312,khadija.621@gmail.com,Artisan,Veuf/Veuve,Baccalauréat,10278.56,AG014,2018-09-20,Actif
CLI003126,B984091,Sara,Moussaoui,F,1972-05-12,Khouribga,Béni Mellal-Khénifra,+212680579872,sara.985@gmail.com,Fonctionnaire,Marié(e),Baccalauréat,8628.34,AG002,2021-11-20,Actif
CLI003127,O479518,Youssef,Alaoui,M,1981-06-06,Agadir,Souss-Massa,+212680281512,youssef.710@gmail.com,Artisan,Marié(e),Sans diplôme,2352.49,AG001,2020-05-30,Actif
CLI003128,V282312,Sara,Senhaji,F,1996-04-21,Béni Mellal,Béni Mellal-Khénifra,+212697096070,sara.666@gmail.com,Salarié secteur privé,Veuf/Veuve,Bac+5,8000.53,AG019,2021-10-30,Actif
CLI003129,P716555,Tariq,El Amrani,M,2000-03-26,Béni Mellal,Béni Mellal-Khénifra,+212651819281,tariq.745@gmail.com,Auto-entrepreneur,Marié(e),Bac+2,16035.48,AG006,2021-09-29,Actif
CLI003130,N672450,Rajaa,Bakkali,F,2000-03-06,Kénitra,Rabat-Salé-Kénitra,+212620076878,rajaa.694@gmail.com,Artisan,Marié(e),Baccalauréat,11375.56,AG021,2010-07-10,Actif
CLI003131,Q322432,Karima,Skalli,F,1955-10-02,Settat,Casablanca-Settat,+212684996123,karima.743@gmail.com,Salarié secteur privé,Divorcé(e),Doctorat,11650.47,AG009,2014-11-13,Actif
CLI003132,H301743,Wafa,Skalli,F,1979-05-18,Rabat,Rabat-Salé-Kénitra,+212665898626,wafa.922@gmail.com,Auto-entrepreneur,Divorcé(e),Bac+5,11573.81,AG013,2021-12-23,Inactif
CLI003133,Q821150,Zineb,Benali,F,1960-05-16,Béni Mellal,Béni Mellal-Khénifra,+212666687798,zineb.721@gmail.com,Artisan,Veuf/Veuve,Bac+2,9235.32,AG002,2014-02-06,Actif
CLI003134,P860006,Hanane,Moussaoui,F,1957-03-07,Meknès,Fès-Meknès,+212611156180,hanane.863@gmail.com,Retraité,Marié(e),Bac+3,8897.02,AG017,2021-11-30,Actif
CLI003135,Q653126,Leila,Lahlou,F,1964-08-04,Settat,Casablanca-Settat,+212613103714,leila.295@gmail.com,Salarié secteur privé,Divorcé(e),Bac+2,2000,AG016,2012-11-04,Actif
CLI003136,J958310,Abdelkader,Fassi,M,1972-12-19,Settat,Casablanca-Settat,+212626031199,abdelkader.861@gmail.com,Artisan,Divorcé(e),Bac+3,12021.76,AG005,2011-09-30,Actif
CLI003137,O337011,Imane,El Ghazi,F,1972-08-14,Meknès,Fès-Meknès,+212615237135,imane.361@gmail.com,Retraité,Veuf/Veuve,Bac+3,2983.88,AG014,2012-06-30,Actif
CLI003138,W520451,Fatima,Skalli,F,2001-09-23,Settat,Casablanca-Settat,+212611819010,fatima.783@gmail.com,Salarié secteur privé,Divorcé(e),Bac+3,8101.48,AG015,2016-02-25,Actif
CLI003139,N459603,Zineb,Cherkaoui,F,2008-10-26,Fès,Fès-Meknès,+212626806081,zineb.324@gmail.com,Commerçant,Divorcé(e),Baccalauréat,4518.04,AG009,2020-11-23,Actif
CLI003140,F700366,Rajaa,Bensouda,F,1970-08-28,Settat,Casablanca-Settat,+212617359443,rajaa.475@gmail.com,Fonctionnaire,Marié(e),Doctorat,7759.0,AG014,2023-09-08,Actif
CLI003141,D338723,Khadija,Senhaji,F,1957-02-08,Nador,Oriental,+212631963503,khadija.449@gmail.com,Retraité,Marié(e),Bac+5,5284.72,AG014,2012-03-21,Actif
CLI003142,V887086,Abdelkader,Bensouda,M,1973-03-15,Tanger,Tanger-Tétouan-Al Hoceïma,+212680429023,abdelkader.400@gmail.com,Fonctionnaire,Marié(e),Bac+2,14336.4,AG021,2022-01-12,Inactif
CLI003143,C163329,Siham,Benjelloun,F,1971-10-02,Nador,Oriental,+212658372382,siham.412@gmail.com,Commerçant,Veuf/Veuve,Bac+2,4382.73,AG021,2022-08-18,Actif
CLI003144,Y707778,Sara,Fassi,F,1962-02-08,Khouribga,Béni Mellal-Khénifra,+212665085450,sara.150@gmail.com,Artisan,Marié(e),Doctorat,10223.55,AG012,2016-11-06,Actif
CLI003145,J996901,Khadija,Kettani,F,1961-12-03,Rabat,Rabat-Salé-Kénitra,+212695456010,khadija.848@gmail.com,Salarié secteur privé,Veuf/Veuve,Sans diplôme,9801.8,AG010,2013-05-02,Actif
CLI003146,T211547,Amine,Zniber,M,1955-07-28,Marrakech,Marrakech-Safi,+212662643935,amine.365@gmail.com,Auto-entrepreneur,Divorcé(e),Bac+2,4288.05,AG011,2011-01-20,Inactif
CLI003147,M236622,Ahmed,Cherkaoui,M,1963-08-15,Rabat,Rabat-Salé-Kénitra,+212675889517,ahmed.745@gmail.com,Commerçant,Marié(e),Sans diplôme,14055.67,AG021,2020-08-23,Actif
CLI003148,B623317,Nabil,Bakkali,M,1996-01-25,Berrechid,Casablanca-Settat,+212636614713,nabil.162@gmail.com,Salarié secteur privé,Veuf/Veuve,Bac+3,2666.98,AG012,2014-06-06,Inactif
CLI003149,V523641,Najat,Bakkali,F,1959-02-11,Fès,Fès-Meknès,+212618821485,najat.886@gmail.com,Salarié secteur privé,Veuf/Veuve,Sans diplôme,12594.44,AG007,2020-01-14,Actif
CLI003150,A526923,Fatima,Skalli,F,1987-01-30,Tanger,Tanger-Tétouan-Al Hoceïma,+212633641606,fatima.152@gmail.com,Artisan,Veuf/Veuve,Bac+2,9789.68,AG008,2010-10-02,Actif
CLI003151,B988528,Houda,Benhaddou,F,1967-07-29,Kénitra,Rabat-Salé-Kénitra,+212635832040,houda.292@gmail.com,Artisan,Veuf/Veuve,Doctorat,3908.01,AG009,2019-09-02,Actif
CLI003152,W700848,Fatima,El Ouazzani,F,2000-08-09,Agadir,Souss-Massa,+212635802809,fatima.735@gmail.com,Auto-entrepreneur,Veuf/Veuve,Bac+2,2000,AG012,2018-05-22,Actif
CLI003153,K271600,Samira,Senhaji,F,1960-04-28,Agadir,Souss-Massa,+212632104211,samira.782@gmail.com,Fonctionnaire,Célibataire,Sans diplôme,7013.73,AG013,2015-11-03,Inactif
CLI003154,T619053,Leila,Benkirane,F,1977-01-29,Casablanca,Casablanca-Settat,+212647480396,leila.302@gmail.com,Retraité,Divorcé(e),Baccalauréat,2100.25,AG008,2013-01-01,Actif
CLI003155,P826902,Amine,Cherkaoui,M,1985-12-15,Salé,Rabat-Salé-Kénitra,+212647898975,amine.900@gmail.com,Retraité,Célibataire,Bac+2,2000,AG016,2020-03-29,Inactif
CLI003156,E925331,Hamid,El Ghazi,M,1979-07-30,Béni Mellal,Béni Mellal-Khénifra,+212678442251,hamid.217@gmail.com,Retraité,Divorcé(e),Sans diplôme,6456.78,AG019,2020-10-13,Actif
CLI003157,J405730,Sanaa,Fassi,F,1956-12-14,Marrakech,Marrakech-Safi,+212692357168,sanaa.521@gmail.com,Fonctionnaire,Marié(e),Sans diplôme,4446.88,AG013,2010-09-21,Actif
CLI003158,N472764,Omar,Senhaji,M,2000-02-08,Tanger,Tanger-Tétouan-Al Hoceïma,+212656795492,omar.984@gmail.com,Profession libérale,Veuf/Veuve,Sans diplôme,5538.13,AG006,2012-11-03,Actif
CLI003159,L904277,Mohammed,Senhaji,M,1987-08-19,Kénitra,Rabat-Salé-Kénitra,+212645036503,mohammed.235@gmail.com,Commerçant,Divorcé(e),Bac+3,3228.56,AG012,2020-07-13,Blacklisté
CLI003160,I158587,Abdelkader,Tahiri,M,1973-05-09,Salé,Rabat-Salé-Kénitra,+212672733114,abdelkader.709@gmail.com,Salarié secteur privé,Célibataire,Bac+3,5979.43,AG021,2015-12-13,Actif
CLI003161,R885926,Amine,Cherkaoui,M,2009-10-03,Kénitra,Rabat-Salé-Kénitra,+212646169295,amine.878@gmail.com,Commerçant,Célibataire,Doctorat,8662.61,AG016,2016-07-23,Actif
CLI003162,U205648,Khalid,Tazi,M,1969-09-02,Berrechid,Casablanca-Settat,+212634493144,khalid.403@gmail.com,Commerçant,Marié(e),Sans diplôme,17275.69,AG017,2011-08-24,Actif
CLI003163,U577867,Imane,El Amrani,F,2004-09-01,Khouribga,Béni Mellal-Khénifra,+212675443628,imane.60@gmail.com,Commerçant,Célibataire,Bac+3,2091.58,AG001,2021-05-01,Actif
CLI003164,F565342,Tariq,Kettani,M,1989-07-11,Tanger,Tanger-Tétouan-Al Hoceïma,+212634065959,tariq.955@gmail.com,Commerçant,Marié(e),Baccalauréat,4574.36,AG014,2014-11-16,Actif
CLI003165,B604641,Mohammed,Senhaji,M,2009-05-26,Khouribga,Béni Mellal-Khénifra,+212693417910,mohammed.811@gmail.com,Retraité,Marié(e),Bac+3,14199.13,AG020,2021-10-13,Inactif
CLI003166,T717524,Latifa,Bensouda,F,1969-08-18,Kénitra,Rabat-Salé-Kénitra,+212668338822,latifa.856@gmail.com,Auto-entrepreneur,Marié(e),Bac+3,10125.78,AG019,2014-04-13,Inactif
CLI003167,R806350,Naima,Benjelloun,F,1979-01-07,Tétouan,Tanger-Tétouan-Al Hoceïma,+212678040572,naima.937@gmail.com,Commerçant,Veuf/Veuve,Doctorat,12840.84,AG019,2012-05-31,Actif
CLI003168,D539782,Tariq,El Ouazzani,M,2009-04-01,Tanger,Tanger-Tétouan-Al Hoceïma,+212624047206,tariq.324@gmail.com,Profession libérale,Divorcé(e),Baccalauréat,2603.21,AG016,2010-05-27,Inactif
CLI003169,G314726,Wafa,Tazi,F,1963-11-14,Khouribga,Béni Mellal-Khénifra,+212696919298,wafa.457@gmail.com,Profession libérale,Marié(e),Sans diplôme,3935.5,AG007,2018-02-06,Actif
CLI003170,X199371,Samira,Benkirane,F,1960-09-14,Béni Mellal,Béni Mellal-Khénifra,+212660930242,samira.370@gmail.com,Retraité,Célibataire,Baccalauréat,2908.31,AG004,2019-06-28,Inactif
CLI003171,Y690401,Ahmed,El Ouazzani,M,1999-09-28,Agadir,Souss-Massa,+212680035330,ahmed.687@gmail.com,Auto-entrepreneur,Veuf/Veuve,Sans diplôme,2758.4,AG001,2021-11-07,Actif
CLI003172,U923734,Nabil,Zniber,M,2000-12-31,Meknès,Fès-Meknès,+212635941744,nabil.98@gmail.com,Profession libérale,Célibataire,Bac+2,10706.06,AG007,2011-03-14,Inactif
CLI003173,V275914,Karima,Tahiri,F,1970-04-22,Oujda,Oriental,+212676832297,karima.294@gmail.com,Retraité,Veuf/Veuve,Baccalauréat,2871.07,AG006,2022-06-24,Actif
CLI003174,X464813,Samira,Fassi,F,1962-12-21,Oujda,Oriental,+212699702232,samira.267@gmail.com,Auto-entrepreneur,Marié(e),Bac+5,9056.64,AG016,2011-09-21,Actif
CLI003175,U414348,Adil,Skalli,M,1995-01-07,Kénitra,Rabat-Salé-Kénitra,+212697797117,adil.624@gmail.com,Commerçant,Célibataire,Bac+5,8635.45,AG019,2023-07-08,Actif
CLI003176,V312345,Samira,Moussaoui,F,1970-10-09,Béni Mellal,Béni Mellal-Khénifra,+212647306306,samira.7@gmail.com,Profession libérale,Marié(e),Bac+3,9691.79,AG015,2015-11-23,Inactif
CLI003177,O161647,Samir,Benhaddou,M,1975-07-03,Settat,Casablanca-Settat,+212624738194,samir.918@gmail.com,Profession libérale,Marié(e),Bac+2,7584.88,AG003,2019-04-15,Actif
CLI003178,N574932,Mohammed,Idrissi,M,1963-01-16,Oujda,Oriental,+212612542259,mohammed.489@gmail.com,Commerçant,Célibataire,Bac+2,7926.36,AG009,2021-12-01,Inactif
CLI003179,V494723,Houda,Benali,F,1961-12-03,Nador,Oriental,+212622380861,houda.738@gmail.com,Commerçant,Célibataire,Doctorat,10225.93,AG009,2019-02-26,Actif
CLI003180,U490111,Youssef,Benhaddou,M,1971-08-19,Casablanca,Casablanca-Settat,+212670881409,youssef.388@gmail.com,Retraité,Divorcé(e),Bac+3,2000,AG012,2018-10-18,Actif
CLI003181,J187649,Naima,Bakkali,F,1972-04-11,Settat,Casablanca-Settat,+212617873011,naima.346@gmail.com,Salarié secteur privé,Veuf/Veuve,Bac+5,4125.81,AG011,2013-02-14,Actif
CLI003182,N897711,Abdelkader,Tahiri,M,1959-11-22,Meknès,Fès-Meknès,+212634940207,abdelkader.121@gmail.com,Commerçant,Veuf/Veuve,Doctorat,5610.82,AG001,2016-08-29,Inactif
CLI003183,A437618,Tariq,Chraibi,M,1974-10-06,Kénitra,Rabat-Salé-Kénitra,+212649773791,tariq.169@gmail.com,Profession libérale,Célibataire,Bac+3,9436.41,AG017,2020-05-19,Actif
CLI003184,Z780886,Zineb,Kettani,F,1960-08-07,Oujda,Oriental,+212624956185,zineb.361@gmail.com,Auto-entrepreneur,Célibataire,Bac+3,15460.61,AG004,2022-11-28,Inactif
CLI003185,O160481,Bilal,Benhaddou,M,1965-12-03,Béni Mellal,Béni Mellal-Khénifra,+212687333569,bilal.61@gmail.com,Commerçant,Célibataire,Sans diplôme,5758.64,AG015,2018-11-29,Actif
CLI003186,T703199,Sanaa,Berrada,F,1973-03-10,Nador,Oriental,+212665352538,sanaa.454@gmail.com,Salarié secteur privé,Veuf/Veuve,Doctorat,6286.09,AG002,2012-05-01,Actif
CLI003187,Q329625,Karima,Benali,F,1961-03-18,Nador,Oriental,+212678869196,karima.686@gmail.com,Auto-entrepreneur,Veuf/Veuve,Bac+5,12703.57,AG017,2013-05-03,Actif
CLI003188,I915460,Sanaa,Chraibi,F,2000-04-13,Berrechid,Casablanca-Settat,+212671105212,sanaa.357@gmail.com,Profession libérale,Veuf/Veuve,Bac+5,14437.64,AG013,2013-06-08,Actif
CLI003189,A917201,Nadia,El Amrani,F,1977-10-03,Settat,Casablanca-Settat,+212686488058,nadia.731@gmail.com,Artisan,Célibataire,Bac+2,10366.03,AG009,2021-04-07,Actif
CLI003190,Z303842,Najat,Bakkali,F,1956-06-06,El Jadida,Casablanca-Settat,+212639001880,najat.394@gmail.com,Artisan,Marié(e),Doctorat,13701.56,AG003,2012-08-05,Actif
CLI003191,R291376,Rajaa,Berrada,F,2001-10-27,Settat,Casablanca-Settat,+212664454112,rajaa.316@gmail.com,Profession libérale,Célibataire,Doctorat,7162.73,AG008,2011-06-26,Actif
CLI003192,V770957,Samira,Fassi,F,2005-12-12,Rabat,Rabat-Salé-Kénitra,+212699108527,samira.830@gmail.com,Auto-entrepreneur,Marié(e),Doctorat,12883.67,AG004,2016-03-31,Actif
CLI003193,U969980,Leila,Bensouda,F,2003-04-30,Khouribga,Béni Mellal-Khénifra,+212618420105,leila.374@gmail.com,Salarié secteur privé,Célibataire,Doctorat,8575.44,AG008,2011-12-04,Actif
CLI003194,B418624,Mohammed,Zniber,M,1994-06-26,Tétouan,Tanger-Tétouan-Al Hoceïma,+212650973433,mohammed.289@gmail.com,Profession libérale,Divorcé(e),Sans diplôme,6078.34,AG012,2023-04-30,Actif
CLI003195,P686913,Nabil,El Filali,M,2009-04-06,Fès,Fès-Meknès,+212622498811,nabil.887@gmail.com,Retraité,Célibataire,Bac+5,2000,AG006,2014-12-30,Actif
CLI003196,U543281,Mohammed,Senhaji,M,1993-03-19,Berrechid,Casablanca-Settat,+212619746193,mohammed.914@gmail.com,Auto-entrepreneur,Divorcé(e),Bac+2,2174.0,AG003,2011-02-14,Actif
CLI003197,T391825,Rajaa,Fassi,F,1964-03-23,Fès,Fès-Meknès,+212610262883,rajaa.420@gmail.com,Auto-entrepreneur,Veuf/Veuve,Sans diplôme,8352.71,AG018,2020-09-11,Blacklisté
CLI003198,I811293,Siham,Benali,F,2004-09-25,El Jadida,Casablanca-Settat,+212644218171,siham.639@gmail.com,Retraité,Veuf/Veuve,Bac+3,2000,AG019,2013-06-12,Blacklisté
CLI003199,C483254,Latifa,Tazi,F,1980-07-22,Agadir,Souss-Massa,+212679783175,latifa.886@gmail.com,Artisan,Célibataire,Bac+3,9360.89,AG012,2010-02-25,Actif
CLI003200,U590991,Nadia,Zniber,F,1982-10-27,Tanger,Tanger-Tétouan-Al Hoceïma,+212645429235,nadia.661@gmail.com,Salarié secteur privé,Divorcé(e),Bac+5,8290.59,AG012,2016-10-24,Inactif
CLI003201,E949146,Hassan,Kettani,M,1961-10-02,El Jadida,Casablanca-Settat,+212641192927,hassan.218@gmail.com,Commerçant,Marié(e),Baccalauréat,6507.41,AG015,2023-06-09,Inactif
CLI003202,S420805,Latifa,Naciri,F,2002-09-07,Rabat,Rabat-Salé-Kénitra,+212632202919,latifa.433@gmail.com,Profession libérale,Marié(e),Baccalauréat,7267.75,AG020,2017-05-05,Actif
CLI003203,C352750,Naima,Senhaji,F,1972-10-22,Tétouan,Tanger-Tétouan-Al Hoceïma,+212695038842,naima.5@gmail.com,Salarié secteur privé,Célibataire,Bac+2,7731.52,AG021,2016-03-29,Inactif
CLI003204,D320957,Rajaa,Bensouda,F,1963-12-10,Tétouan,Tanger-Tétouan-Al Hoceïma,+212683238143,rajaa.782@gmail.com,Commerçant,Divorcé(e),Baccalauréat,15038.55,AG006,2018-04-25,Inactif
CLI003205,H223109,Mehdi,Benkirane,M,1956-04-01,El Jadida,Casablanca-Settat,+212652898193,mehdi.919@gmail.com,Fonctionnaire,Divorcé(e),Baccalauréat,8278.98,AG008,2021-04-23,Actif
CLI003206,S466409,Hamid,El Ghazi,M,1963-08-12,Tanger,Tanger-Tétouan-Al Hoceïma,+212674767215,hamid.811@gmail.com,Profession libérale,Veuf/Veuve,Bac+2,2519.42,AG014,2014-08-03,Actif
CLI003207,I998300,Mehdi,Tahiri,M,1974-12-24,Oujda,Oriental,+212653714169,mehdi.790@gmail.com,Commerçant,Célibataire,Bac+2,12147.42,AG017,2018-05-21,Actif
CLI003208,Q497454,Khadija,Fassi,F,2003-07-17,Khouribga,Béni Mellal-Khénifra,+212659031639,khadija.753@gmail.com,Commerçant,Veuf/Veuve,Doctorat,8497.62,AG006,2013-07-28,Actif
CLI003209,X328155,Fatima,Kettani,F,1969-02-08,Nador,Oriental,+212612613143,fatima.537@gmail.com,Salarié secteur privé,Divorcé(e),Bac+2,14693.79,AG018,2018-02-06,Actif
CLI003210,N582539,Bilal,El Ouazzani,M,1973-03-14,Tanger,Tanger-Tétouan-Al Hoceïma,+212612696026,bilal.66@gmail.com,Salarié secteur privé,Divorcé(e),Baccalauréat,2000,AG005,2011-11-09,Actif
CLI003211,O599960,Fatima,Benhaddou,F,1981-12-24,Oujda,Oriental,+212660966433,fatima.872@gmail.com,Retraité,Veuf/Veuve,Baccalauréat,11899.85,AG016,2012-02-21,Actif
CLI003212,A948076,Najat,Tahiri,F,1955-09-16,Khouribga,Béni Mellal-Khénifra,+212654663800,najat.255@gmail.com,Profession libérale,Marié(e),Bac+5,2000,AG019,2021-10-10,Actif
CLI003213,W884076,Hassan,El Ouazzani,M,1975-01-03,Tanger,Tanger-Tétouan-Al Hoceïma,+212636206435,hassan.778@gmail.com,Retraité,Veuf/Veuve,Bac+3,9128.91,AG009,2018-10-03,Inactif
CLI003214,E277243,Meryem,Idrissi,F,1984-05-25,Agadir,Souss-Massa,+212611613933,meryem.555@gmail.com,Retraité,Marié(e),Bac+2,4602.15,AG014,2018-08-08,Inactif
CLI003215,R810700,Zineb,Kettani,F,1965-12-12,Béni Mellal,Béni Mellal-Khénifra,+212615954521,zineb.938@gmail.com,Retraité,Veuf/Veuve,Bac+5,3669.54,AG019,2014-09-14,Actif
CLI003216,B503004,Soufiane,Naciri,M,1985-06-28,Tétouan,Tanger-Tétouan-Al Hoceïma,+212681038862,soufiane.205@gmail.com,Profession libérale,Marié(e),Bac+5,7513.46,AG005,2011-09-01,Actif
CLI003217,Q491388,Amine,Tahiri,M,1988-11-19,Berrechid,Casablanca-Settat,+212676486755,amine.815@gmail.com,Auto-entrepreneur,Célibataire,Sans diplôme,7114.84,AG008,2010-05-01,Actif
CLI003218,K782980,Mohammed,Cherkaoui,M,1988-10-14,El Jadida,Casablanca-Settat,+212665722876,mohammed.935@gmail.com,Fonctionnaire,Divorcé(e),Doctorat,10404.97,AG002,2023-06-04,Actif
CLI003219,Q672835,Karima,Bensouda,F,1961-07-30,Salé,Rabat-Salé-Kénitra,+212688172993,karima.692@gmail.com,Auto-entrepreneur,Célibataire,Doctorat,8540.46,AG018,2013-02-22,Inactif
CLI003220,A582753,Fatima,Alaoui,F,1961-02-25,Berrechid,Casablanca-Settat,+212647895563,fatima.611@gmail.com,Retraité,Marié(e),Baccalauréat,10365.95,AG013,2012-01-22,Actif
CLI003221,J373752,Siham,Bakkali,F,2000-07-15,Casablanca,Casablanca-Settat,+212646506567,siham.215@gmail.com,Auto-entrepreneur,Veuf/Veuve,Baccalauréat,13854.83,AG004,2017-06-26,Inactif
CLI003222,G686225,Bilal,Benjelloun,M,1999-06-24,Khouribga,Béni Mellal-Khénifra,+212619751809,bilal.733@gmail.com,Profession libérale,Célibataire,Doctorat,7318.57,AG017,2019-05-07,Actif
CLI003223,P697682,Leila,Lahlou,F,1981-08-25,Berrechid,Casablanca-Settat,+212654218045,leila.982@gmail.com,Auto-entrepreneur,Veuf/Veuve,Bac+5,13122.48,AG009,2015-05-26,Actif
CLI003224,X595477,Driss,Skalli,M,1960-11-23,Rabat,Rabat-Salé-Kénitra,+212672096216,driss.171@gmail.com,Profession libérale,Célibataire,Doctorat,9546.23,AG008,2021-10-15,Actif
CLI003225,E819363,Tariq,Chraibi,M,1994-07-17,El Jadida,Casablanca-Settat,+212624346289,tariq.137@gmail.com,Salarié secteur privé,Veuf/Veuve,Bac+5,5869.68,AG004,2016-12-07,Actif
CLI003226,P997597,Karim,Benhaddou,M,1976-12-07,Agadir,Souss-Massa,+212680582796,karim.558@gmail.com,Profession libérale,Célibataire,Sans diplôme,9816.03,AG018,2013-02-25,Actif
CLI003227,L236617,Mohammed,Benkirane,M,1974-08-13,Nador,Oriental,+212632476705,mohammed.898@gmail.com,Artisan,Célibataire,Bac+5,9239.39,AG019,2010-07-19,Actif
CLI003228,C582013,Leila,Bensouda,F,1958-10-25,Fès,Fès-Meknès,+212698424166,leila.860@gmail.com,Fonctionnaire,Divorcé(e),Sans diplôme,6443.7,AG008,2010-06-02,Actif
CLI003229,B285206,Khalid,Benali,M,2003-09-26,Oujda,Oriental,+212685924981,khalid.669@gmail.com,Profession libérale,Célibataire,Bac+5,13250.33,AG010,2010-05-28,Actif
CLI003230,M137596,Rajaa,Benkirane,F,1962-05-22,Béni Mellal,Béni Mellal-Khénifra,+212676482219,rajaa.147@gmail.com,Artisan,Marié(e),Sans diplôme,10681.89,AG021,2015-04-20,Actif
CLI003231,L339799,Khadija,Benjelloun,F,1993-12-05,Casablanca,Casablanca-Settat,+212637757470,khadija.372@gmail.com,Salarié secteur privé,Célibataire,Bac+3,4917.28,AG006,2014-08-04,Actif
CLI003232,I496221,Aisha,Alaoui,F,1983-01-07,Rabat,Rabat-Salé-Kénitra,+212675142514,aisha.251@gmail.com,Salarié secteur privé,Divorcé(e),Doctorat,2000,AG003,2022-12-04,Inactif
CLI003233,G157787,Meryem,El Filali,F,1974-11-09,Oujda,Oriental,+212630109801,meryem.301@gmail.com,Salarié secteur privé,Veuf/Veuve,Bac+2,11947.47,AG003,2012-10-25,Actif
CLI003234,H347989,Nabil,El Filali,M,1992-03-21,Nador,Oriental,+212616695817,nabil.228@gmail.com,Auto-entrepreneur,Veuf/Veuve,Baccalauréat,8735.51,AG017,2017-07-27,Blacklisté
CLI003235,Q120376,Latifa,Tahiri,F,1972-12-30,Tétouan,Tanger-Tétouan-Al Hoceïma,+212611565505,latifa.29@gmail.com,Auto-entrepreneur,Divorcé(e),Sans diplôme,3790.95,AG013,2014-12-18,Actif
CLI003236,W425142,Latifa,Zniber,F,1958-12-06,El Jadida,Casablanca-Settat,+212679728135,latifa.247@gmail.com,Retraité,Célibataire,Bac+2,4734.62,AG013,2012-01-28,Actif
CLI003237,W404562,Abdelkader,Kettani,M,1988-03-17,Tétouan,Tanger-Tétouan-Al Hoceïma,+212648597572,abdelkader.659@gmail.com,Fonctionnaire,Célibataire,Sans diplôme,2012.59,AG017,2018-02-03,Actif
CLI003238,D493532,Khalid,El Ouazzani,M,1970-03-06,Oujda,Oriental,+212624114417,khalid.615@gmail.com,Profession libérale,Célibataire,Bac+3,7590.39,AG001,2010-01-18,Inactif
CLI003239,X706464,Mehdi,Fassi,M,1957-11-25,El Jadida,Casablanca-Settat,+212662329198,mehdi.835@gmail.com,Artisan,Veuf/Veuve,Doctorat,9984.24,AG012,2020-03-28,Inactif
CLI003240,V252428,Rajaa,Naciri,F,1990-02-13,Fès,Fès-Meknès,+212695546801,rajaa.930@gmail.com,Profession libérale,Divorcé(e),Baccalauréat,7609.01,AG020,2013-07-30,Actif
CLI003241,R609788,Houda,Tazi,F,1969-10-09,Khouribga,Béni Mellal-Khénifra,+212614009933,houda.849@gmail.com,Fonctionnaire,Veuf/Veuve,Doctorat,8209.81,AG011,2010-03-25,Actif
CLI003242,J923336,Rajaa,Idrissi,F,1962-12-06,Salé,Rabat-Salé-Kénitra,+212672950174,rajaa.118@gmail.com,Retraité,Veuf/Veuve,Bac+2,8260.82,AG011,2015-08-31,Actif
CLI003243,B252198,Naima,Cherkaoui,F,1986-11-10,El Jadida,Casablanca-Settat,+212692840799,naima.920@gmail.com,Salarié secteur privé,Veuf/Veuve,Doctorat,17820.33,AG019,2010-05-06,Actif
CLI003244,E950867,Sara,Benkirane,F,1993-02-07,Kénitra,Rabat-Salé-Kénitra,+212628656008,sara.608@gmail.com,Commerçant,Marié(e),Bac+3,5293.0,AG021,2015-09-15,Actif
